sale_id,sale_date,sale_hour,item_id,item_name,category,quantity,unit_price,total_amount,weather,temperature,day_of_week
S00005741,2026-01-31,14,C001,カップ麺 醤油,カップ麺,1,220,220,cloudy,10.1,5
S00005742,2026-01-31,15,L002,Lチキ 旨辛,ホットスナック,1,210,210,cloudy,10.1,5
S00005743,2026-01-31,15,OD01,おでん 大根,おでん,1,90,90,cloudy,10.1,5
S00005744,2026-01-31,15,C001,カップ麺 醤油,カップ麺,1,220,220,cloudy,10.1,5
S00005745,2026-01-31,15,O001,おにぎり 鮭,おにぎり,1,140,140,cloudy,10.1,5
S00005746,2026-01-31,15,OD03,おでん ちくわ,おでん,1,110,110,cloudy,10.1,5
S00005747,2026-01-31,15,B003,チキン南蛮弁当,弁当,1,548,548,cloudy,10.1,5
S00005748,2026-01-31,15,O001,おにぎり 鮭,おにぎり,1,140,140,cloudy,10.1,5
S00005749,2026-01-31,15,B001,幕の内弁当,弁当,1,498,498,cloudy,10.1,5
S00005750,2026-01-31,15,K001,からあげクン レギュラー,ホットスナック,3,238,714,cloudy,10.1,5
S00005751,2026-01-31,15,O003,おにぎり 明太子,おにぎり,1,150,150,cloudy,10.1,5
S00005752,2026-01-31,15,K002,からあげクン レッド,ホットスナック,1,238,238,cloudy,10.1,5
S00005753,2026-01-31,15,C002,カップ麺 味噌,カップ麺,1,220,220,cloudy,10.1,5
S00005754,2026-01-31,15,OD01,おでん 大根,おでん,1,90,90,cloudy,10.1,5
S00005755,2026-01-31,15,I002,アイスクリーム チョコ,アイス,3,180,540,cloudy,10.1,5
S00005756,2026-01-31,15,K001,からあげクン レギュラー,ホットスナック,1,238,238,cloudy,10.1,5
S00005757,2026-01-31,16,SW01,シュークリーム,スイーツ,1,150,150,cloudy,10.1,5
S00005758,2026-01-31,16,I002,アイスクリーム チョコ,アイス,1,180,180,cloudy,10.1,5
S00005759,2026-01-31,16,K002,からあげクン レッド,ホットスナック,1,238,238,cloudy,10.1,5
S00005760,2026-01-31,16,OD03,おでん ちくわ,おでん,1,110,110,cloudy,10.1,5
S00005761,2026-01-31,16,N002,ピザまん,中華まん,1,150,150,cloudy,10.1,5
S00005762,2026-01-31,16,D001,お茶 500ml,飲料,1,150,150,cloudy,10.1,5
S00005763,2026-01-31,16,O004,おにぎり 梅,おにぎり,2,120,240,cloudy,10.1,5
S00005764,2026-01-31,16,O001,おにぎり 鮭,おにぎり,1,140,140,cloudy,10.1,5
S00005765,2026-01-31,16,I002,アイスクリーム チョコ,アイス,1,180,180,cloudy,10.1,5
S00005766,2026-01-31,16,C002,カップ麺 味噌,カップ麺,1,220,220,cloudy,10.1,5
S00005767,2026-01-31,16,OD02,おでん たまご,おでん,3,100,300,cloudy,10.1,5
S00005768,2026-01-31,16,S002,サンドイッチ ハムチーズ,サンドイッチ,3,328,984,cloudy,10.1,5
S00005769,2026-01-31,16,L001,Lチキ,ホットスナック,1,210,210,cloudy,10.1,5
S00005770,2026-01-31,16,B003,チキン南蛮弁当,弁当,2,548,1096,cloudy,10.1,5
S00005771,2026-01-31,16,OD02,おでん たまご,おでん,1,100,100,cloudy,10.1,5
S00005772,2026-01-31,16,C001,カップ麺 醤油,カップ麺,1,220,220,cloudy,10.1,5
S00005773,2026-01-31,17,B002,のり弁当,弁当,1,398,398,cloudy,10.1,5
S00005774,2026-01-31,17,OD03,おでん ちくわ,おでん,2,110,220,cloudy,10.1,5
S00005775,2026-01-31,17,D004,コーラ 500ml,飲料,1,170,170,cloudy,10.1,5
S00005776,2026-01-31,17,K003,からあげクン チーズ,ホットスナック,1,238,238,cloudy,10.1,5
S00005777,2026-01-31,17,L001,Lチキ,ホットスナック,1,210,210,cloudy,10.1,5
S00005778,2026-01-31,17,K001,からあげクン レギュラー,ホットスナック,1,238,238,cloudy,10.1,5
S00005779,2026-01-31,17,O004,おにぎり 梅,おにぎり,3,120,360,cloudy,10.1,5
S00005780,2026-01-31,17,O001,おにぎり 鮭,おにぎり,1,140,140,cloudy,10.1,5
S00005781,2026-01-31,17,N002,ピザまん,中華まん,1,150,150,cloudy,10.1,5
S00005782,2026-01-31,17,SW01,シュークリーム,スイーツ,1,150,150,cloudy,10.1,5
S00005783,2026-01-31,17,SW02,プリン,スイーツ,1,180,180,cloudy,10.1,5
S00005784,2026-01-31,17,SW02,プリン,スイーツ,1,180,180,cloudy,10.1,5
S00005785,2026-01-31,17,B001,幕の内弁当,弁当,1,498,498,cloudy,10.1,5
S00005786,2026-01-31,17,O003,おにぎり 明太子,おにぎり,1,150,150,cloudy,10.1,5
S00005787,2026-01-31,17,SW01,シュークリーム,スイーツ,1,150,150,cloudy,10.1,5
S00005788,2026-01-31,17,S001,サンドイッチ たまご,サンドイッチ,1,298,298,cloudy,10.1,5
S00005789,2026-01-31,17,O004,おにぎり 梅,おにぎり,1,120,120,cloudy,10.1,5
S00005790,2026-01-31,17,I001,アイスクリーム バニラ,アイス,1,180,180,cloudy,10.1,5
S00005791,2026-01-31,17,S001,サンドイッチ たまご,サンドイッチ,1,298,298,cloudy,10.1,5
S00005792,2026-01-31,17,K003,からあげクン チーズ,ホットスナック,1,238,238,cloudy,10.1,5
S00005793,2026-01-31,17,N002,ピザまん,中華まん,1,150,150,cloudy,10.1,5
S00005794,2026-01-31,17,C001,カップ麺 醤油,カップ麺,1,220,220,cloudy,10.1,5
S00005795,2026-01-31,17,SW02,プリン,スイーツ,1,180,180,cloudy,10.1,5
S00005796,2026-01-31,17,S002,サンドイッチ ハムチーズ,サンドイッチ,1,328,328,cloudy,10.1,5
S00005797,2026-01-31,17,O001,おにぎり 鮭,おにぎり,1,140,140,cloudy,10.1,5
S00005798,2026-01-31,17,O002,おにぎり ツナマヨ,おにぎり,3,130,390,cloudy,10.1,5
S00005799,2026-01-31,18,S002,サンドイッチ ハムチーズ,サンドイッチ,1,328,328,cloudy,10.1,5
S00005800,2026-01-31,18,O004,おにぎり 梅,おにぎり,1,120,120,cloudy,10.1,5
S00005801,2026-01-31,18,I002,アイスクリーム チョコ,アイス,3,180,540,cloudy,10.1,5
S00005802,2026-01-31,18,OD01,おでん 大根,おでん,1,90,90,cloudy,10.1,5
S00005803,2026-01-31,18,C002,カップ麺 味噌,カップ麺,1,220,220,cloudy,10.1,5
S00005804,2026-01-31,18,D004,コーラ 500ml,飲料,1,170,170,cloudy,10.1,5
S00005805,2026-01-31,18,O002,おにぎり ツナマヨ,おにぎり,1,130,130,cloudy,10.1,5
S00005806,2026-01-31,18,C001,カップ麺 醤油,カップ麺,1,220,220,cloudy,10.1,5
S00005807,2026-01-31,18,C001,カップ麺 醤油,カップ麺,1,220,220,cloudy,10.1,5
S00005808,2026-01-31,18,L001,Lチキ,ホットスナック,1,210,210,cloudy,10.1,5
S00005809,2026-01-31,18,D001,お茶 500ml,飲料,1,150,150,cloudy,10.1,5
S00005810,2026-01-31,18,C001,カップ麺 醤油,カップ麺,3,220,660,cloudy,10.1,5
S00005811,2026-01-31,19,K002,からあげクン レッド,ホットスナック,1,238,238,cloudy,10.1,5
S00005812,2026-01-31,19,L002,Lチキ 旨辛,ホットスナック,1,210,210,cloudy,10.1,5
S00005813,2026-01-31,19,N001,肉まん,中華まん,1,150,150,cloudy,10.1,5
S00005814,2026-01-31,19,OD01,おでん 大根,おでん,1,90,90,cloudy,10.1,5
S00005815,2026-01-31,19,O001,おにぎり 鮭,おにぎり,1,140,140,cloudy,10.1,5
S00005816,2026-01-31,19,B001,幕の内弁当,弁当,1,498,498,cloudy,10.1,5
S00005817,2026-01-31,19,D002,コーヒー 缶,飲料,1,130,130,cloudy,10.1,5
S00005818,2026-01-31,19,SW01,シュークリーム,スイーツ,1,150,150,cloudy,10.1,5
S00005819,2026-01-31,19,O004,おにぎり 梅,おにぎり,2,120,240,cloudy,10.1,5
S00005820,2026-01-31,19,OD02,おでん たまご,おでん,1,100,100,cloudy,10.1,5
S00005821,2026-01-31,19,SW01,シュークリーム,スイーツ,1,150,150,cloudy,10.1,5
S00005822,2026-01-31,20,N002,ピザまん,中華まん,1,150,150,cloudy,10.1,5
S00005823,2026-01-31,20,OD02,おでん たまご,おでん,1,100,100,cloudy,10.1,5
S00005824,2026-01-31,20,OD01,おでん 大根,おでん,1,90,90,cloudy,10.1,5
S00005825,2026-01-31,20,OD02,おでん たまご,おでん,1,100,100,cloudy,10.1,5
S00005826,2026-01-31,20,O002,おにぎり ツナマヨ,おにぎり,1,130,130,cloudy,10.1,5
S00005827,2026-01-31,20,K001,からあげクン レギュラー,ホットスナック,1,238,238,cloudy,10.1,5
S00005828,2026-01-31,20,N002,ピザまん,中華まん,1,150,150,cloudy,10.1,5
S00005829,2026-01-31,20,S001,サンドイッチ たまご,サンドイッチ,2,298,596,cloudy,10.1,5
S00005830,2026-01-31,20,B003,チキン南蛮弁当,弁当,1,548,548,cloudy,10.1,5
S00005831,2026-01-31,20,L001,Lチキ,ホットスナック,1,210,210,cloudy,10.1,5
S00005832,2026-01-31,20,O004,おにぎり 梅,おにぎり,3,120,360,cloudy,10.1,5
S00005833,2026-01-31,20,O003,おにぎり 明太子,おにぎり,1,150,150,cloudy,10.1,5
S00005834,2026-01-31,20,S001,サンドイッチ たまご,サンドイッチ,1,298,298,cloudy,10.1,5
S00005835,2026-01-31,20,K003,からあげクン チーズ,ホットスナック,2,238,476,cloudy,10.1,5
S00005836,2026-01-31,20,K002,からあげクン レッド,ホットスナック,1,238,238,cloudy,10.1,5
S00005837,2026-01-31,20,S001,サンドイッチ たまご,サンドイッチ,1,298,298,cloudy,10.1,5
S00005838,2026-01-31,21,OD03,おでん ちくわ,おでん,1,110,110,cloudy,10.1,5
S00005839,2026-01-31,21,K001,からあげクン レギュラー,ホットスナック,1,238,238,cloudy,10.1,5
S00005840,2026-01-31,21,O004,おにぎり 梅,おにぎり,1,120,120,cloudy,10.1,5
S00005841,2026-01-31,21,D004,コーラ 500ml,飲料,1,170,170,cloudy,10.1,5
S00005842,2026-01-31,21,I001,アイスクリーム バニラ,アイス,1,180,180,cloudy,10.1,5
S00005843,2026-01-31,21,N002,ピザまん,中華まん,1,150,150,cloudy,10.1,5
S00005844,2026-01-31,21,S002,サンドイッチ ハムチーズ,サンドイッチ,1,328,328,cloudy,10.1,5
S00005845,2026-01-31,21,N001,肉まん,中華まん,1,150,150,cloudy,10.1,5
S00005846,2026-01-31,21,C002,カップ麺 味噌,カップ麺,1,220,220,cloudy,10.1,5
S00005847,2026-01-31,22,N001,肉まん,中華まん,1,150,150,cloudy,10.1,5
S00005848,2026-01-31,22,B001,幕の内弁当,弁当,1,498,498,cloudy,10.1,5
S00005849,2026-01-31,22,K002,からあげクン レッド,ホットスナック,1,238,238,cloudy,10.1,5
S00005850,2026-01-31,22,K002,からあげクン レッド,ホットスナック,1,238,238,cloudy,10.1,5
S00005851,2026-01-31,22,K002,からあげクン レッド,ホットスナック,1,238,238,cloudy,10.1,5
S00005852,2026-01-31,22,OD01,おでん 大根,おでん,1,90,90,cloudy,10.1,5
S00005853,2026-01-31,22,D002,コーヒー 缶,飲料,1,130,130,cloudy,10.1,5
S00005854,2026-01-31,22,O001,おにぎり 鮭,おにぎり,1,140,140,cloudy,10.1,5
S00005855,2026-01-31,23,OD01,おでん 大根,おでん,2,90,180,cloudy,10.1,5
S00005856,2026-01-31,23,O002,おにぎり ツナマヨ,おにぎり,1,130,130,cloudy,10.1,5
S00005857,2026-01-31,23,D002,コーヒー 缶,飲料,1,130,130,cloudy,10.1,5
S00005858,2026-01-31,23,OD03,おでん ちくわ,おでん,1,110,110,cloudy,10.1,5
S00005859,2026-01-31,23,K001,からあげクン レギュラー,ホットスナック,1,238,238,cloudy,10.1,5
S00005860,2026-01-31,23,O001,おにぎり 鮭,おにぎり,1,140,140,cloudy,10.1,5
S00005861,2026-01-31,23,C001,カップ麺 醤油,カップ麺,1,220,220,cloudy,10.1,5
S00005862,2026-02-01,6,D001,お茶 500ml,飲料,1,150,150,sunny,14.9,6
S00005863,2026-02-01,6,K001,からあげクン レギュラー,ホットスナック,1,238,238,sunny,14.9,6
S00005864,2026-02-01,6,B003,チキン南蛮弁当,弁当,1,548,548,sunny,14.9,6
S00005865,2026-02-01,6,L002,Lチキ 旨辛,ホットスナック,1,210,210,sunny,14.9,6
S00005866,2026-02-01,6,O001,おにぎり 鮭,おにぎり,1,140,140,sunny,14.9,6
S00005867,2026-02-01,6,B001,幕の内弁当,弁当,1,498,498,sunny,14.9,6
S00005868,2026-02-01,6,C001,カップ麺 醤油,カップ麺,1,220,220,sunny,14.9,6
S00005869,2026-02-01,6,OD02,おでん たまご,おでん,1,100,100,sunny,14.9,6
S00005870,2026-02-01,6,L001,Lチキ,ホットスナック,1,210,210,sunny,14.9,6
S00005871,2026-02-01,7,D003,スポーツドリンク,飲料,1,160,160,sunny,14.9,6
S00005872,2026-02-01,7,O002,おにぎり ツナマヨ,おにぎり,1,130,130,sunny,14.9,6
S00005873,2026-02-01,7,B002,のり弁当,弁当,1,398,398,sunny,14.9,6
S00005874,2026-02-01,7,N001,肉まん,中華まん,1,150,150,sunny,14.9,6
S00005875,2026-02-01,7,O001,おにぎり 鮭,おにぎり,3,140,420,sunny,14.9,6
S00005876,2026-02-01,7,K003,からあげクン チーズ,ホットスナック,1,238,238,sunny,14.9,6
S00005877,2026-02-01,7,K001,からあげクン レギュラー,ホットスナック,1,238,238,sunny,14.9,6
S00005878,2026-02-01,7,D004,コーラ 500ml,飲料,1,170,170,sunny,14.9,6
S00005879,2026-02-01,7,B002,のり弁当,弁当,1,398,398,sunny,14.9,6
S00005880,2026-02-01,7,K001,からあげクン レギュラー,ホットスナック,1,238,238,sunny,14.9,6
S00005881,2026-02-01,7,I002,アイスクリーム チョコ,アイス,2,180,360,sunny,14.9,6
S00005882,2026-02-01,7,N001,肉まん,中華まん,1,150,150,sunny,14.9,6
S00005883,2026-02-01,7,O003,おにぎり 明太子,おにぎり,1,150,150,sunny,14.9,6
S00005884,2026-02-01,8,O003,おにぎり 明太子,おにぎり,1,150,150,sunny,14.9,6
S00005885,2026-02-01,8,D003,スポーツドリンク,飲料,1,160,160,sunny,14.9,6
S00005886,2026-02-01,8,C001,カップ麺 醤油,カップ麺,1,220,220,sunny,14.9,6
S00005887,2026-02-01,8,O001,おにぎり 鮭,おにぎり,1,140,140,sunny,14.9,6
S00005888,2026-02-01,8,K001,からあげクン レギュラー,ホットスナック,1,238,238,sunny,14.9,6
S00005889,2026-02-01,8,OD03,おでん ちくわ,おでん,1,110,110,sunny,14.9,6
S00005890,2026-02-01,8,SW01,シュークリーム,スイーツ,1,150,150,sunny,14.9,6
S00005891,2026-02-01,8,O004,おにぎり 梅,おにぎり,2,120,240,sunny,14.9,6
S00005892,2026-02-01,8,C002,カップ麺 味噌,カップ麺,1,220,220,sunny,14.9,6
S00005893,2026-02-01,8,D002,コーヒー 缶,飲料,1,130,130,sunny,14.9,6
S00005894,2026-02-01,8,D004,コーラ 500ml,飲料,2,170,340,sunny,14.9,6
S00005895,2026-02-01,8,D003,スポーツドリンク,飲料,2,160,320,sunny,14.9,6
S00005896,2026-02-01,8,D003,スポーツドリンク,飲料,3,160,480,sunny,14.9,6
S00005897,2026-02-01,8,C002,カップ麺 味噌,カップ麺,1,220,220,sunny,14.9,6
S00005898,2026-02-01,8,B002,のり弁当,弁当,1,398,398,sunny,14.9,6
S00005899,2026-02-01,8,L002,Lチキ 旨辛,ホットスナック,1,210,210,sunny,14.9,6
S00005900,2026-02-01,8,O001,おにぎり 鮭,おにぎり,1,140,140,sunny,14.9,6
S00005901,2026-02-01,8,B003,チキン南蛮弁当,弁当,2,548,1096,sunny,14.9,6
S00005902,2026-02-01,8,O003,おにぎり 明太子,おにぎり,1,150,150,sunny,14.9,6
S00005903,2026-02-01,9,O003,おにぎり 明太子,おにぎり,1,150,150,sunny,14.9,6
S00005904,2026-02-01,9,K003,からあげクン チーズ,ホットスナック,1,238,238,sunny,14.9,6
S00005905,2026-02-01,9,S001,サンドイッチ たまご,サンドイッチ,2,298,596,sunny,14.9,6
S00005906,2026-02-01,9,K003,からあげクン チーズ,ホットスナック,1,238,238,sunny,14.9,6
S00005907,2026-02-01,9,SW01,シュークリーム,スイーツ,1,150,150,sunny,14.9,6
S00005908,2026-02-01,9,OD03,おでん ちくわ,おでん,2,110,220,sunny,14.9,6
S00005909,2026-02-01,9,K001,からあげクン レギュラー,ホットスナック,1,238,238,sunny,14.9,6
S00005910,2026-02-01,9,O002,おにぎり ツナマヨ,おにぎり,3,130,390,sunny,14.9,6
S00005911,2026-02-01,9,O003,おにぎり 明太子,おにぎり,1,150,150,sunny,14.9,6
S00005912,2026-02-01,9,S002,サンドイッチ ハムチーズ,サンドイッチ,1,328,328,sunny,14.9,6
S00005913,2026-02-01,9,L001,Lチキ,ホットスナック,1,210,210,sunny,14.9,6
S00005914,2026-02-01,9,D004,コーラ 500ml,飲料,1,170,170,sunny,14.9,6
S00005915,2026-02-01,9,S002,サンドイッチ ハムチーズ,サンドイッチ,1,328,328,sunny,14.9,6
S00005916,2026-02-01,9,B003,チキン南蛮弁当,弁当,2,548,1096,sunny,14.9,6
S00005917,2026-02-01,9,D004,コーラ 500ml,飲料,3,170,510,sunny,14.9,6
S00005918,2026-02-01,9,I001,アイスクリーム バニラ,アイス,1,180,180,sunny,14.9,6
S00005919,2026-02-01,9,O001,おにぎり 鮭,おにぎり,1,140,140,sunny,14.9,6
S00005920,2026-02-01,9,D004,コーラ 500ml,飲料,2,170,340,sunny,14.9,6
S00005921,2026-02-01,9,O002,おにぎり ツナマヨ,おにぎり,1,130,130,sunny,14.9,6
S00005922,2026-02-01,9,K001,からあげクン レギュラー,ホットスナック,1,238,238,sunny,14.9,6
S00005923,2026-02-01,9,OD03,おでん ちくわ,おでん,1,110,110,sunny,14.9,6
S00005924,2026-02-01,9,B003,チキン南蛮弁当,弁当,3,548,1644,sunny,14.9,6
S00005925,2026-02-01,9,N002,ピザまん,中華まん,1,150,150,sunny,14.9,6
S00005926,2026-02-01,9,I002,アイスクリーム チョコ,アイス,1,180,180,sunny,14.9,6
S00005927,2026-02-01,9,K003,からあげクン チーズ,ホットスナック,1,238,238,sunny,14.9,6
S00005928,2026-02-01,10,B001,幕の内弁当,弁当,2,498,996,sunny,14.9,6
S00005929,2026-02-01,10,O004,おにぎり 梅,おにぎり,1,120,120,sunny,14.9,6
S00005930,2026-02-01,10,B002,のり弁当,弁当,1,398,398,sunny,14.9,6
S00005931,2026-02-01,10,B001,幕の内弁当,弁当,3,498,1494,sunny,14.9,6
S00005932,2026-02-01,10,L001,Lチキ,ホットスナック,1,210,210,sunny,14.9,6
S00005933,2026-02-01,10,C001,カップ麺 醤油,カップ麺,1,220,220,sunny,14.9,6
S00005934,2026-02-01,10,B002,のり弁当,弁当,2,398,796,sunny,14.9,6
S00005935,2026-02-01,10,D003,スポーツドリンク,飲料,3,160,480,sunny,14.9,6
S00005936,2026-02-01,10,C002,カップ麺 味噌,カップ麺,1,220,220,sunny,14.9,6
S00005937,2026-02-01,10,S001,サンドイッチ たまご,サンドイッチ,1,298,298,sunny,14.9,6
S00005938,2026-02-01,10,I002,アイスクリーム チョコ,アイス,3,180,540,sunny,14.9,6
S00005939,2026-02-01,10,S002,サンドイッチ ハムチーズ,サンドイッチ,2,328,656,sunny,14.9,6
S00005940,2026-02-01,10,D003,スポーツドリンク,飲料,1,160,160,sunny,14.9,6
S00005941,2026-02-01,11,OD01,おでん 大根,おでん,1,90,90,sunny,14.9,6
S00005942,2026-02-01,11,N002,ピザまん,中華まん,1,150,150,sunny,14.9,6
S00005943,2026-02-01,11,OD01,おでん 大根,おでん,1,90,90,sunny,14.9,6
S00005944,2026-02-01,11,D004,コーラ 500ml,飲料,1,170,170,sunny,14.9,6
S00005945,2026-02-01,11,B002,のり弁当,弁当,1,398,398,sunny,14.9,6
S00005946,2026-02-01,11,B003,チキン南蛮弁当,弁当,1,548,548,sunny,14.9,6
S00005947,2026-02-01,11,K003,からあげクン チーズ,ホットスナック,1,238,238,sunny,14.9,6
S00005948,2026-02-01,11,C002,カップ麺 味噌,カップ麺,1,220,220,sunny,14.9,6
S00005949,2026-02-01,11,L002,Lチキ 旨辛,ホットスナック,1,210,210,sunny,14.9,6
S00005950,2026-02-01,11,I001,アイスクリーム バニラ,アイス,1,180,180,sunny,14.9,6
S00005951,2026-02-01,11,K003,からあげクン チーズ,ホットスナック,1,238,238,sunny,14.9,6
S00005952,2026-02-01,11,N002,ピザまん,中華まん,1,150,150,sunny,14.9,6
S00005953,2026-02-01,11,B001,幕の内弁当,弁当,1,498,498,sunny,14.9,6
S00005954,2026-02-01,11,B001,幕の内弁当,弁当,1,498,498,sunny,14.9,6
S00005955,2026-02-01,11,I002,アイスクリーム チョコ,アイス,1,180,180,sunny,14.9,6
S00005956,2026-02-01,12,D002,コーヒー 缶,飲料,1,130,130,sunny,14.9,6
S00005957,2026-02-01,12,D004,コーラ 500ml,飲料,1,170,170,sunny,14.9,6
S00005958,2026-02-01,12,I001,アイスクリーム バニラ,アイス,2,180,360,sunny,14.9,6
S00005959,2026-02-01,12,B003,チキン南蛮弁当,弁当,3,548,1644,sunny,14.9,6
S00005960,2026-02-01,12,O002,おにぎり ツナマヨ,おにぎり,1,130,130,sunny,14.9,6
S00005961,2026-02-01,12,OD01,おでん 大根,おでん,1,90,90,sunny,14.9,6
S00005962,2026-02-01,12,K003,からあげクン チーズ,ホットスナック,1,238,238,sunny,14.9,6
S00005963,2026-02-01,12,K001,からあげクン レギュラー,ホットスナック,1,238,238,sunny,14.9,6
S00005964,2026-02-01,12,L001,Lチキ,ホットスナック,1,210,210,sunny,14.9,6
S00005965,2026-02-01,12,N001,肉まん,中華まん,1,150,150,sunny,14.9,6
S00005966,2026-02-01,12,O002,おにぎり ツナマヨ,おにぎり,3,130,390,sunny,14.9,6
S00005967,2026-02-01,12,C002,カップ麺 味噌,カップ麺,1,220,220,sunny,14.9,6
S00005968,2026-02-01,12,K001,からあげクン レギュラー,ホットスナック,1,238,238,sunny,14.9,6
S00005969,2026-02-01,12,O004,おにぎり 梅,おにぎり,1,120,120,sunny,14.9,6
S00005970,2026-02-01,12,O003,おにぎり 明太子,おにぎり,1,150,150,sunny,14.9,6
S00005971,2026-02-01,12,C001,カップ麺 醤油,カップ麺,1,220,220,sunny,14.9,6
S00005972,2026-02-01,12,S002,サンドイッチ ハムチーズ,サンドイッチ,1,328,328,sunny,14.9,6
S00005973,2026-02-01,12,SW02,プリン,スイーツ,1,180,180,sunny,14.9,6
S00005974,2026-02-01,12,O004,おにぎり 梅,おにぎり,1,120,120,sunny,14.9,6
S00005975,2026-02-01,12,B003,チキン南蛮弁当,弁当,1,548,548,sunny,14.9,6
S00005976,2026-02-01,12,I002,アイスクリーム チョコ,アイス,1,180,180,sunny,14.9,6
S00005977,2026-02-01,12,B002,のり弁当,弁当,1,398,398,sunny,14.9,6
S00005978,2026-02-01,12,OD03,おでん ちくわ,おでん,3,110,330,sunny,14.9,6
S00005979,2026-02-01,12,SW02,プリン,スイーツ,1,180,180,sunny,14.9,6
S00005980,2026-02-01,12,SW01,シュークリーム,スイーツ,1,150,150,sunny,14.9,6
S00005981,2026-02-01,12,K003,からあげクン チーズ,ホットスナック,1,238,238,sunny,14.9,6
S00005982,2026-02-01,12,K003,からあげクン チーズ,ホットスナック,1,238,238,sunny,14.9,6
S00005983,2026-02-01,12,OD01,おでん 大根,おでん,1,90,90,sunny,14.9,6
S00005984,2026-02-01,12,K003,からあげクン チーズ,ホットスナック,1,238,238,sunny,14.9,6
S00005985,2026-02-01,13,O004,おにぎり 梅,おにぎり,1,120,120,sunny,14.9,6
S00005986,2026-02-01,13,B003,チキン南蛮弁当,弁当,1,548,548,sunny,14.9,6
S00005987,2026-02-01,13,S001,サンドイッチ たまご,サンドイッチ,1,298,298,sunny,14.9,6
S00005988,2026-02-01,13,B002,のり弁当,弁当,1,398,398,sunny,14.9,6
S00005989,2026-02-01,13,K003,からあげクン チーズ,ホットスナック,1,238,238,sunny,14.9,6
S00005990,2026-02-01,13,S002,サンドイッチ ハムチーズ,サンドイッチ,1,328,328,sunny,14.9,6
S00005991,2026-02-01,13,K001,からあげクン レギュラー,ホットスナック,1,238,238,sunny,14.9,6
S00005992,2026-02-01,13,K002,からあげクン レッド,ホットスナック,1,238,238,sunny,14.9,6
S00005993,2026-02-01,13,O003,おにぎり 明太子,おにぎり,1,150,150,sunny,14.9,6
S00005994,2026-02-01,13,N002,ピザまん,中華まん,1,150,150,sunny,14.9,6
S00005995,2026-02-01,13,I001,アイスクリーム バニラ,アイス,1,180,180,sunny,14.9,6
S00005996,2026-02-01,13,K003,からあげクン チーズ,ホットスナック,1,238,238,sunny,14.9,6
S00005997,2026-02-01,13,O001,おにぎり 鮭,おにぎり,1,140,140,sunny,14.9,6
S00005998,2026-02-01,13,OD02,おでん たまご,おでん,1,100,100,sunny,14.9,6
S00005999,2026-02-01,13,S002,サンドイッチ ハムチーズ,サンドイッチ,1,328,328,sunny,14.9,6
S00006000,2026-02-01,13,D004,コーラ 500ml,飲料,2,170,340,sunny,14.9,6
S00006001,2026-02-01,13,O001,おにぎり 鮭,おにぎり,1,140,140,sunny,14.9,6
S00006002,2026-02-01,13,K001,からあげクン レギュラー,ホットスナック,1,238,238,sunny,14.9,6
S00006003,2026-02-01,13,N002,ピザまん,中華まん,3,150,450,sunny,14.9,6
S00006004,2026-02-01,13,K002,からあげクン レッド,ホットスナック,1,238,238,sunny,14.9,6
S00006005,2026-02-01,13,O004,おにぎり 梅,おにぎり,1,120,120,sunny,14.9,6
S00006006,2026-02-01,13,OD02,おでん たまご,おでん,1,100,100,sunny,14.9,6
S00006007,2026-02-01,13,B002,のり弁当,弁当,1,398,398,sunny,14.9,6
S00006008,2026-02-01,14,K003,からあげクン チーズ,ホットスナック,1,238,238,sunny,14.9,6
S00006009,2026-02-01,14,SW01,シュークリーム,スイーツ,1,150,150,sunny,14.9,6
S00006010,2026-02-01,14,B003,チキン南蛮弁当,弁当,1,548,548,sunny,14.9,6
S00006011,2026-02-01,14,I002,アイスクリーム チョコ,アイス,1,180,180,sunny,14.9,6
S00006012,2026-02-01,14,D001,お茶 500ml,飲料,1,150,150,sunny,14.9,6
S00006013,2026-02-01,14,D004,コーラ 500ml,飲料,1,170,170,sunny,14.9,6
S00006014,2026-02-01,14,S001,サンドイッチ たまご,サンドイッチ,1,298,298,sunny,14.9,6
S00006015,2026-02-01,14,D002,コーヒー 缶,飲料,1,130,130,sunny,14.9,6
S00006016,2026-02-01,14,K002,からあげクン レッド,ホットスナック,1,238,238,sunny,14.9,6
S00006017,2026-02-01,14,SW01,シュークリーム,スイーツ,1,150,150,sunny,14.9,6
S00006018,2026-02-01,14,B002,のり弁当,弁当,2,398,796,sunny,14.9,6
S00006019,2026-02-01,14,K003,からあげクン チーズ,ホットスナック,1,238,238,sunny,14.9,6
S00006020,2026-02-01,14,D002,コーヒー 缶,飲料,1,130,130,sunny,14.9,6
S00006021,2026-02-01,15,S001,サンドイッチ たまご,サンドイッチ,3,298,894,sunny,14.9,6
S00006022,2026-02-01,15,D003,スポーツドリンク,飲料,1,160,160,sunny,14.9,6
S00006023,2026-02-01,15,SW02,プリン,スイーツ,1,180,180,sunny,14.9,6
S00006024,2026-02-01,15,D004,コーラ 500ml,飲料,1,170,170,sunny,14.9,6
S00006025,2026-02-01,15,K001,からあげクン レギュラー,ホットスナック,1,238,238,sunny,14.9,6
S00006026,2026-02-01,15,O004,おにぎり 梅,おにぎり,1,120,120,sunny,14.9,6
S00006027,2026-02-01,15,B003,チキン南蛮弁当,弁当,1,548,548,sunny,14.9,6
S00006028,2026-02-01,15,D002,コーヒー 缶,飲料,1,130,130,sunny,14.9,6
